,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
1915,28086,2011-03-28,mwaya mn,263.0,communit,36.9036299,-7.86015747,0,rufiji,morogoro,5,3,kilombero,270.0,True,wua,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0022729907515221387,0.04675276036559559
32796,50253,2011-03-30,sanje wa,282.0,sanje wa,36.91267704,-7.76613081,0,rufiji,morogoro,5,3,kilombero,50.0,True,wua,True,2006.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0010088298791183698,0.04648464204227657
23677,13079,2011-03-28,ga,1339.0,ga,36.8705474,-6.2024312,0,wami / ruvu,morogoro,5,1,kilosa,300.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.006094902683428635,0.046450411749348684
42001,5035,2013-01-25,isf,987.0,dwe,29.72388164,-4.7840297,0,lake tanganyika,kigoma,16,3,kigoma rural,600.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0014100408001187707,0.04644925318230711
58178,58284,2013-07-03,konoike,500.0,konoike,38.05190647,-4.36615081,0,pangani,kilimanjaro,3,3,same,240.0,True,water authority,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0025069407462081006,0.04642559053926681
45452,63339,2013-02-02,government of tanzania,1100.0,dwe,29.99746445,-4.99068774,0,lake tanganyika,kigoma,16,3,kigoma rural,450.0,False,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0037199492644460707,0.04640444867648318
13048,55937,2013-01-25,isf,986.0,dwe,29.72656647,-4.78554875,0,lake tanganyika,kigoma,16,3,kigoma rural,430.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.004012062276712622,0.04637632213083431
54137,26129,2011-03-10,co,1399.0,ki,36.86232755,-6.26333813,0,wami / ruvu,morogoro,5,1,kilosa,280.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0018394948683027603,0.04636571372272585
54898,43368,2011-04-02,government of tanzania,1221.0,dwe,38.35978368,-4.8000584,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.006194469435917922,0.04636407425358144
25746,55841,2013-04-03,district council,469.0,district council,38.10499725,-4.49381028,0,pangani,kilimanjaro,3,3,same,250.0,True,water authority,,2010.0,nira/tanira,nira/tanira,handpump,vwc,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.015776951120631988,0.046293302889884924
23915,21470,2013-01-25,isf,969.0,dwe,29.73118725,-4.81161894,0,lake tanganyika,kigoma,16,3,kigoma rural,500.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002853425364174607,0.04628464577152558
52237,10288,2013-01-20,lga,462.0,lga,39.34154553,-10.95002984,0,ruvuma / southern coast,mtwara,90,33,newala,260.0,True,vwc,False,2011.0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.020090653303461433,0.04624146916249073
45320,64640,2013-01-22,jaica,60.0,jaica,39.46384570000001,-10.23343939,0,ruvuma / southern coast,lindi,80,23,lindi rural,1.0,False,vwc,False,2006.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0015729642279778376,0.04620426059004711
52972,69582,2013-01-25,isf,980.0,dwe,29.73033528,-4.8194111,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.004265773734610446,0.04607672861963416
31595,43911,2013-01-26,isf,837.0,dwe,29.69581017,-4.84759763,0,lake tanganyika,kigoma,16,3,kigoma rural,721.0,True,parastatal,True,2009.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.003713771480664955,0.04601104500557159
6076,34855,2013-03-18,government of tanzania,1240.0,government,35.026846899999995,-11.56450865,0,lake nyasa,ruvuma,10,3,mbinga,350.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0004786688625722843,0.04599189073845968
49202,10586,2011-03-07,village,506.0,local te,37.57253554,-6.90933941,0,wami / ruvu,morogoro,5,6,mvomero,500.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.002631353019740495,0.04597475288121607
11209,55763,2013-02-08,unicef,1346.0,twesa,30.95682406,-2.87276326,0,lake tanganyika,kigoma,16,1,kibondo,350.0,True,vwc,False,2008.0,gravity,gravity,gravity,other,other,,,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004882537753105898,0.04584800180629588
12509,17049,2011-03-28,ga,1339.0,ga,36.86550392,-6.19961467,0,wami / ruvu,morogoro,5,1,kilosa,180.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.007513349428747954,0.045815246302203225
26154,37462,2013-02-02,lifetime,29.0,artisan,39.17450957,-8.52879958,0,ruvuma / southern coast,lindi,80,13,kilwa,256.0,True,,True,2007.0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.0017931430787571422,0.045778121698660586
28001,68589,2013-01-22,isf,989.0,dwe,29.73502252,-4.74800985,0,lake tanganyika,kigoma,16,3,kigoma rural,180.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0029383020364343307,0.045720262623684095
1749,53899,2013-02-08,unicef,1349.0,twesa,30.95672701,-2.8728506,0,lake tanganyika,kigoma,16,1,kibondo,350.0,True,vwc,False,2008.0,gravity,gravity,gravity,other,other,,,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004786931773613499,0.04571458756513375
35378,19829,2013-02-05,mtuwasa,-8.0,mtuwasa,40.19704668,-10.29138703,0,ruvuma / southern coast,mtwara,9,5,mtwara urban,640.0,True,water authority,True,2009.0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.004731316352401307,0.04566616610154266
54101,25785,2013-03-13,tassaf,1363.0,community,36.77086404,-3.36324723,0,pangani,arusha,2,7,meru,120.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.003827817440267214,0.04565427006899265
47164,72286,2012-10-20,rc cathoric,1274.0,rc cathoric,34.14753007,-1.69508878,0,lake victoria,mara,20,3,musoma rural,755.0,,parastatal,False,2010.0,gravity,gravity,gravity,water board,user-group,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.0073933236961013955,0.045597190882669315
34560,42004,2013-01-25,isf,983.0,dwe,29.72409243,-4.78651584,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0039042558908582133,0.04557224522804247
6760,20021,2013-01-21,isf,1006.0,dwe,29.72532923,-4.75525475,0,lake tanganyika,kigoma,16,3,kigoma rural,211.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0022967766996360543,0.0455004656162294
23432,5441,2013-03-17,government of tanzania,1329.0,government,35.0595328,-11.53706812,3,lake nyasa,ruvuma,10,3,mbinga,1.0,True,vwc,True,2006.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0010471754409384845,0.04547054380364062
38443,50374,2013-01-21,community,1008.0,community,29.73223867,-4.75426657,0,lake tanganyika,kigoma,16,3,kigoma rural,100.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.003985663360910589,0.04543877927858569
13190,66116,2012-10-19,rc cathoric,1270.0,rc cathoric,34.19357366,-1.70864081,0,lake victoria,mara,20,3,musoma rural,1.0,,parastatal,False,2010.0,gravity,gravity,gravity,parastatal,parastatal,,,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.01901471623508538,0.04538628073280752
2560,52728,2013-01-22,isf,1017.0,dwe,29.72741285,-4.74263951,0,lake tanganyika,kigoma,16,3,kigoma rural,230.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0019035553065251559,0.04536571162784955
32428,32228,2013-03-04,isf/government,968.0,isf/government,37.70085045,-4.00225,0,pangani,kilimanjaro,3,3,same,120.0,True,water authority,True,2007.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair,0.003598795099874536,0.04533467874306422
23483,40462,2013-02-14,rwssp,1547.0,government,30.10832518,-4.43788708,0,lake tanganyika,kigoma,16,2,kasulu,520.0,True,water authority,True,2009.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.006341016125993233,0.04529788644723588
24456,65819,2013-04-04,government of tanzania,1129.0,community,36.84771472,-3.39299307,0,pangani,arusha,2,7,meru,350.0,True,vwc,True,2008.0,gravity,gravity,gravity,wua,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004415631683202848,0.04519645344770125
34603,2173,2011-07-23,de,1913.0,dwe,31.35548158,-7.74857046,0,lake rukwa,rukwa,15,3,nkasi,1.0,True,vwc,False,2006.0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0008375476323768654,0.04517801675507929
23223,47062,2013-01-25,isf,1015.0,dwe,29.72318694,-4.77922368,0,lake tanganyika,kigoma,16,3,kigoma rural,410.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0034562971027954623,0.04516501619192784
5090,69755,2013-01-30,unicef,1393.0,twesa,30.73590419,-3.561415,0,lake tanganyika,kigoma,16,1,kibondo,500.0,True,vwc,False,2008.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.002033985886109733,0.04514115143440619
9810,21138,2013-01-15,world bank,1554.0,china henan construction,34.37110727,-4.26214331,0,internal,singida,13,1,iramba,125.0,True,private operator,True,2008.0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.007805673874624901,0.04502483772877131
17959,5905,2011-03-27,mwaya mn,258.0,communit,36.90588829,-7.85515308,0,rufiji,morogoro,5,3,kilombero,300.0,True,wua,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.005063792196375418,0.045011539160888375
33509,50131,2013-03-20,ncaa,1173.0,ncaa,35.88173433,-2.14713584,0,internal,arusha,2,5,ngorongoro,254.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0012704692923850656,0.04500517593566884
2837,58731,2013-01-25,isf,982.0,dwe,29.73365008,-4.81039435,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,parastatal,True,2008.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.00346640836851331,0.044961246886218
55661,46189,2013-01-28,isf,780.0,dwe,29.73238181,-4.90977381,0,lake tanganyika,kigoma,16,3,kigoma rural,220.0,True,wug,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.010782310997299798,0.04495915719291865
25022,4450,2013-02-07,danida,1267.0,tcrs,30.60623623,-3.95405185,0,lake tanganyika,kigoma,16,1,kibondo,210.0,True,vwc,False,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0018802903718566717,0.04489748803290523
52046,64707,2013-01-25,isf,972.0,dwe,29.73395365,-4.80449473,0,lake tanganyika,kigoma,16,3,kigoma rural,450.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0026083318381114975,0.0448532319410403
27253,29428,2013-01-21,isf,1017.0,dwe,29.72552912,-4.752562,0,lake tanganyika,kigoma,16,3,kigoma rural,140.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002932628031134551,0.04484082812407367
7549,43717,2013-03-18,government of tanzania,1271.0,government,35.03954399,-11.55631115,0,lake nyasa,ruvuma,10,3,mbinga,250.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.00119452950980571,0.04481205340371849
5469,31870,2013-01-15,world bank,1558.0,china henan contractor,34.40202614,-4.27438316,0,internal,singida,13,1,iramba,325.0,True,private operator,True,2008.0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.00452771787835826,0.04480816724645932
9960,57848,2011-02-21,kkkt,1778.0,villagers,34.8462729,-9.1348409,0,rufiji,iringa,11,4,njombe,1.0,True,vwc,False,2007.0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.005057955607890523,0.044778115605999265
55225,8014,2013-01-22,isf,1027.0,dwe,29.72664959,-4.73739608,0,lake tanganyika,kigoma,16,3,kigoma rural,100.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.003501482628044592,0.04476312483308343
11986,29020,2013-01-22,isf,1007.0,dwe,29.73145215,-4.74536671,0,lake tanganyika,kigoma,16,3,kigoma rural,156.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002613162419616711,0.04474363356848117
24565,1802,2013-01-22,isf,1022.0,dwe,29.72888974,-4.74888825,0,lake tanganyika,kigoma,16,3,kigoma rural,160.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002512459315531048,0.044690258163731095
4900,64723,2013-01-20,jaica,38.0,jaica,39.53795702,-10.18932368,0,ruvuma / southern coast,lindi,80,23,lindi rural,1.0,True,,False,2006.0,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.0004818544208615435,0.04468166139997718
6217,54562,2013-01-21,isf,1018.0,dwe,29.73063544,-4.75453259,0,lake tanganyika,kigoma,16,3,kigoma rural,100.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0033971752390776506,0.044617568130244215
13487,65723,2013-03-13,tasaf,1397.0,dwe,36.7474922,-3.36513145,0,pangani,arusha,2,2,arusha rural,200.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0018192045779690791,0.04459436613721446
36632,35285,2013-02-11,danida,1370.0,twesa,30.61832402,-3.90155773,0,lake tanganyika,kigoma,16,1,kibondo,180.0,True,vwc,False,2007.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.002107048322604689,0.04456028200288417
2038,33902,2013-01-25,isf,984.0,dwe,29.72691205,-4.78190872,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0031696264082231008,0.044547099777083744
44951,44402,2013-01-25,isf,952.0,dwe,29.72800976,-4.80709931,0,lake tanganyika,kigoma,16,3,kigoma rural,422.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0028092357789634695,0.04452352352857087
308,5074,2013-02-21,government of tanzania,1773.0,dwe,35.25506862,-4.30052711,0,internal,manyara,21,1,babati,150.0,True,vwc,True,2010.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.016061960985658284,0.044512230878531886
44012,41265,2013-03-13,tasaf,1434.0,dwe,36.750265,-3.35793306,0,pangani,arusha,2,2,arusha rural,200.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0016712991844685275,0.044387970198985195
34277,64809,2011-03-11,community,245.0,communit,37.03996919,-7.79026475,0,rufiji,morogoro,5,3,kilombero,450.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.002262180417429558,0.04437019176549204
23976,32622,2011-07-18,world bank,1098.0,dwe,31.24609381,-6.36083828,0,lake rukwa,rukwa,15,1,mpanda,500.0,False,water authority,True,2008.0,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0014613675600935441,0.044342085938225084
51520,36276,2013-01-25,isf,971.0,dwe,29.72753989,-4.82105663,0,lake tanganyika,kigoma,16,3,kigoma rural,444.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0023093986726634903,0.044305355414404356
20570,7809,2013-03-13,government of tanzania,1481.0,government,34.9196629,-11.11384249,0,lake nyasa,ruvuma,10,3,mbinga,80.0,,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0034766021691610507,0.04429264684005256
20804,44458,2013-01-21,isf,994.0,dwe,29.72796853,-4.75498884,0,lake tanganyika,kigoma,16,3,kigoma rural,125.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002749679445934844,0.04425871209618188
1884,50174,2013-01-15,world vision,1723.0,world vision & community,34.4811946,-4.25448523,0,internal,singida,13,1,iramba,218.0,True,parastatal,True,2008.0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.005749183508124633,0.04418136560801113
37796,43465,2013-01-22,isf,1004.0,dwe,29.73139139,-4.74096858,0,lake tanganyika,kigoma,16,3,kigoma rural,180.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.001785401953735569,0.04411143762669495
23352,53639,2013-01-21,anglican church,1012.0,anglican church,29.73552561,-4.74993354,0,lake tanganyika,kigoma,16,3,kigoma rural,140.0,True,parastatal,True,2007.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0023812495676416175,0.044071401988902956
3914,66226,2011-07-29,tasaf,1160.0,dwe,33.10143794,-1.9728804,0,lake victoria,mwanza,19,1,ukerewe,800.0,False,,True,2011.0,other,other,other,other,other,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,functional needs repair,0.010081699203289857,0.04403985720992597
56973,14091,2012-10-19,rc cathoric,1283.0,rc cathoric,34.23466046,-1.72742469,0,lake victoria,mara,20,3,musoma rural,800.0,,parastatal,False,2010.0,gravity,gravity,gravity,parastatal,parastatal,,,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.0055531315576690865,0.04400973412032981
52563,28286,2013-01-25,isf,946.0,dwe,29.72620093,-4.80942218,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,parastatal,True,2008.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002732363656340197,0.043936917458565095
17304,27886,2013-01-25,isf,994.0,dwe,29.73493982,-4.81168075,0,lake tanganyika,kigoma,16,3,kigoma rural,433.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002177918899431953,0.043882213678029365
20158,50558,2013-02-10,world bank,1125.0,tan plant ltd,34.25627112,-4.36537122,0,internal,singida,13,1,iramba,445.0,True,vwc,True,2009.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.0064811523775945845,0.043859347133512146
13401,52393,2013-01-25,isf,948.0,dwe,29.72887588,-4.79464796,0,lake tanganyika,kigoma,16,3,kigoma rural,420.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.002347777662918148,0.04383600173432288
9702,66400,2013-02-03,danida,1475.0,tcrs,30.88731886,-3.09511899,0,lake tanganyika,kigoma,16,1,kibondo,350.0,True,vwc,False,2008.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.003422844240598546,0.04381105910318887
13618,11270,2013-01-15,world bank,1542.0,china henan contractor,34.3662436,-4.26185716,0,internal,singida,13,1,iramba,315.0,True,private operator,True,2008.0,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,0.003963662298881676,0.043803171549275134
9283,32675,2013-01-25,isf,966.0,dwe,29.72997993,-4.79853014,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0025627557749618793,0.04370023658453041
33565,64967,2013-01-31,lga,383.0,lga,39.12481801,-10.83556166,0,ruvuma / southern coast,mtwara,90,33,masasi,63.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.007750613523392655,0.04359715243839
29029,694,2013-01-25,idf,974.0,dwe,29.73348861,-4.806520099999999,0,lake tanganyika,kigoma,16,3,kigoma rural,450.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0017045754430355259,0.04359207678856303
5659,18307,2013-01-25,government of tanzania,1276.0,dwe,30.07969107,-4.66919349,0,lake tanganyika,kigoma,16,2,kasulu,450.0,True,water authority,True,2008.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0015975950341992934,0.0434427899956252
18431,51430,2013-01-20,patrick,1333.0,domnik,30.28682062,-4.46890239,0,lake tanganyika,kigoma,16,2,kasulu,950.0,True,water authority,True,2010.0,gravity,gravity,gravity,water board,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0028039311259922166,0.04344152462029631
